,Unnamed: 0,Title,Price,Location,Description,Condition,year,Make,Model,Trim,Color,Body Type,Number of Doors,Number of Seats,Drive Train,Transmission,Mileage
51,51,2022 Tesla Model 3 Standard Range RWD No Accident Autopilot White-leather Glassroof Navigation,"$70,995.00 ",Mississauga / Peel Region < 4 minutes ago,"MAKE SURE TO VISIT US AT OUR NEW LOCATION AT 5926 SHAWSON DR MISSISSAUGA ON L4W3W5 JUST DOWN THE STREET FROM OUR CURRENT LOCATION. Blindspot Camera, Rear Camera, Lane Departure Warning, Forward ...
MAKE SURE TO GO TO OUR NEW LOCATION AT 5926 SHAWSON DR MISSISSAUGA ON L4W3W5
Automatic | 42 km | CARFAX Canada Report",Used,2022.0,Tesla,Model 3,Standard Range RWD,Other,Sedan,,,Rear-wheel drive (RWD),Automatic,42
52,52,2016 Ford Transit T-250 148WB Mid Roof - 3.7L V6 - Cruise/Btooth/Cam,"$32,777.00
$33,498.00",City of Toronto < 4 minutes ago,"More Mid/High Roof Cargo Vans in Stock! Just Arrived - Clean Carfax - No Accidents - 2016 Ford Transit T-250 148'' Wheel Base - Equipped with 3.7L V6 Gasoline Engine, Auto, AC, Back Up Camera, Cruise ...
The Home of YOUR Commercial Vehicle
Automatic | 235,000 km | CARFAX Canada Report",Used,2016.0,Ford,Transit,T-250 148WB Mid Roof - 3.7L V6 - Cruise/Btooth/Cam,Other,"Minivan, Van",,2,Rear-wheel drive (RWD),Automatic,"235,000"
53,53,2018 GMC Terrain SLE Diesel - Navigation - Sunroof - Rear Camera,"$26,900.00 ",Mississauga / Peel Region < 4 minutes ago,"Our inventory is subject to inspection for reconditioning prior to being listed for sale. All of the safety standards inspections certificate & reconditioning work required for the vehicles are ...
One of the largest pre-owned Honda Certified inventories in the GTA!! Come and see over 150 vehicles in stock!! Call us today at (905) 896-2020
Automatic | 97,642 km",Used,2018.0,GMC,Terrain,SLE Diesel - Navigation - Sunroof - Rear Camera,Other,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,"97,642"
54,54,2006 Nissan MURANO SL,"$5,995.00 ",Mississauga / Peel Region < 5 minutes ago,"This vehicle is being sold “*AS-IS*, unfit, not e-tested and is not represented as being in road worthy condition, mechanically sound or maintained at any guaranteed level of quality. The vehicle may ...
42 Years Serving the Community of Brampton!
Automatic | 186,467 km",Used,2006.0,Nissan,Murano,SL,Other,Other,,,All-wheel drive (AWD),Automatic,"186,467"
55,55,2022 Toyota RAV4 Hybrid SE | Toyota Safety Sense,"$59,995.00 ",City of Toronto < 5 minutes ago,"The 2022 RAV4's rugged yet sophisticated exterior transitions to a refined interior characterized by a spacious feel, a harmonious layout, and accommodating features. Materials, cabin design, and ...
Automatic | 474 km",Used,2022.0,Toyota,Other,Hybrid SE | Toyota Safety Sense,Grey,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,474
56,56,2022 Ram 1500 Classic NIGHT EDITION,"$52,888.00
MSRP: $65,225.00",NEW CAR Oakville / Halton Region < 5 minutes ago,"0% FINANCING AVAILABLE - COME SEE WHY PEOPLE BUY FROM MILTON CHRYSLER TODAY!! CREDIT ISSUES? WE CAN GET YOU THE CAR YOU WANT TODAY!!! WE SELL NEW & USED VEHICLES ALL OVER CANADA! * Selling Price does ...
THE SHARPEST DEALS IN TOWN
Automatic",New,2022.0,Ram,Other,NIGHT EDITION,Other,Pickup Truck,4,5,Other,Automatic,
57,57,2019 Acura MDX Technology Navigation/Sunroof/7 Pass,"$39,995.00 ",City of Toronto < 6 minutes ago,"***FREE 2 YR POWERTRAIN WARRANTY WITH EVERY VEHICLE PURCHASE***!!!ONE OWNER!!!TECH PKG V6 AWD!!!PUSH TO START,REAR CAMERA,NAVIGATION,SUNROOF,BLK/BLK LEATHER,7 PASSENGER,MINT SHOWROOM ...
Automatic | 78,000 km",Used,2019.0,Acura,MDX,Technology Navigation/Sunroof/7 Pass,Black,"SUV, Crossover",,,All-wheel drive (AWD),Automatic,"78,000"
58,58,2017 Volkswagen Jetta Sedan Trendline | Clean Carfax | Manual | Camera,"$15,799.00 ",Oakville / Halton Region < 6 minutes ago,"This *ONE OWNER* 2017 Volkswagen Jetta Trendline is powered by the 1.4L 4cyl engine and is paired with a Front Wheel Drive drivetrain! The black interior features cloth seats, 5-speed manual ...
Manual | 91,023 km",,,,,,,,,,,,
59,59,Mercedes Benz Convertible CLK-430-2002 Soft Top-Low Mileage,"$11,500.00 ",Oshawa / Durham Region 27/08/2022,"2002-CLK-430 w/8 Cyl.4.3 engine in good condition,no issues. Recently inspected,certified and serviced. Power electric Soft Top working nicely. With 166000 km and running smooth. New tires and ...
Automatic | 166,474 km",Used,2002.0,Mercedes-Benz,CLK-Class,,Blue,Convertible,2,4,Rear-wheel drive (RWD),Automatic,"166,474"
60,60,2020 Mazda CX-3 GS | AWD LOW KM | BACKUP CAM | BLUETOOTH,"$27,500.00 ",Provincial Top Ad:  Cambridge 18/10/2022,"This Vehicle Has 61,582 KMs, Single Owner, Local Onatrio Vehicle, 2.0L I-4 Engine, 6 Speed Automatic Transmission, One Low Price! KEY FEATURES: Heated Front Seats, Remote Start, Automatic Climate ...
Automatic | 61,582 km | CARFAX Canada Report",,,,,,,,,,,,
61,61,2020 Hyundai Palisade Power Sunroof / Heated Front Seats / Na...,"$46,707.00 ",Oshawa / Durham Region 14/10/2022,"2020 HYUNDAI PALISADE SEL Power Sunroof / Heated Front Seats / Navigation / Rear Park Assist / Out of Town Buyers Program *CLEAN CARFAX REPORT*, *4 FREE OIL CHANGES*, *MARKET VALUE PRICING*, ...
Certified Pre-Owned Vehicles all come with 150 point inspection, 24-hr roadside assistance, exchange privilege & warranty. Warranty includes at least 3 months or 5000 KMs.
Automatic | 76,366 km | Certified Pre-owned",Used,2020.0,Hyundai,Palisade,Other,Grey,"SUV, Crossover",4,8,All-wheel drive (AWD),Automatic,"76,366"
62,62,2011 Ford F-150 Lariat,"$19,600.00 ",Provincial Top Ad:  Windsor Region < 11 hours ago,"- LEATHER SEATS - HEATED SEATS - COOLED SEATS - BACK UP CAM Stop in for a test drive today! No games. Just common sense utilizing Live Market Pricing technology to compare prices on vehicles all-over ...
Automatic | 148,184 km | CARFAX Canada Report",Used,2011.0,Ford,F-150,Lariat,White,Pickup Truck,4,5,4 x 4,Automatic,"148,184"
63,63,"2018 BMW M2 365HP, M PERFORMANCE EXHAUST, NAV, CARPLAY","$63,800.00 ",City of Toronto < 19 hours ago,"2018 BMW M2 | RWD | 365HP | NAVIGATION | HEATED STEERING WHEEL | DCT TRANSMISSION | 19'' WHEELS | COMFORT ACCESS SYSTEM | BACKUP CAMERA | MIRRORS PACKAGE | POWER AND MEMORY SEATS | SMOKERS PACKAGE | ...
Automatic | 46,402 km",Used,2018.0,BMW,M2,"365HP, M PERFORMANCE EXHAUST, NAV, CARPLAY",Black,Coupe (2 door),2,4,Rear-wheel drive (RWD),Automatic,"46,402"
64,64,2016 Land Rover Range Rover Sport Td6 HSE,"$42,900.00
$45,500.00",Markham / York Region 16/10/2022,"TS6 HSE- Diesel | Leather/ Heated Seats Front and Rear Seats | Leather Wrapped Steering Wheel | Panoramic Sunroof | Navigation | Meridian Premium Sound | Rear Vision Camera | Dual Exhaust | Fog ...
Certified Pre-Owned Vehicles all come with 150 point inspection, 24-hr roadside assistance, exchange privilege & warranty. Warranty includes at least 3 months or 5000 KMs.
Automatic | 93,241 km | Certified Pre-owned CARFAX Canada Report",Used,2016.0,Land Rover,Range Rover Sport,Td6 HSE,Other,"SUV, Crossover",4,5,4 x 4,Automatic,"93,241"
65,65,2012 Volvo XC60 T6 AWD R-DESIGN,"$16,800.00 ",City of Toronto < 12 hours ago,"WE APPROVE EVERYONE.100% APPROVAL Thank you for shopping at Karmann Fine Cars! Welcoming new clients from all over Ontario Burlington Toronto Windsor Ottawa Montreal Kitchener Guelph Waterloo ...
Automatic | 122,518 km",Used,2012.0,Volvo,XC60,T6 AWD R-DESIGN,Grey,"SUV, Crossover",,,All-wheel drive (AWD),Automatic,"122,518"
66,66,2015 Chevrolet Silverado 1500 Crew Cab Short Box 4WD,"$24,999.00 ",City of Toronto < 2 minutes ago,"GMM Auto Sales Limited CarFax available for every vehicle on the lot. This vehicle is being sold safety certified at the advertised price. Taxes and Licensing are EXTRA. GMM Auto Sales is a large ...
Automatic | 168,590 km",Used,2015.0,Chevrolet,Silverado 1500,Crew Cab Short Box 4WD,White,Pickup Truck,4,5,4 x 4,Automatic,"168,590"
67,67,2020 Hyundai Tucson Preferred w/Trend Package,Please Contact,Oakville / Halton Region < 3 minutes ago,"Our Market Value Pricing philosophy means you receive a no-haggle, no-hassle purchase experience, and provides you with peace of mind knowing you are getting our best price upfront. For many years ...
Automatic | 26,107 km | CARFAX Canada Report",Used,2020.0,Hyundai,Tucson,Preferred w/Trend Package,Silver,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,"26,107"
68,68,2017 Ford Mustang SHELBY GT350 | 6-SPEED | NAV | CAM I APPLE CARPLAY,"$71,910.00 ",Mississauga / Peel Region < 4 minutes ago,"Black 2017 Ford Mustang Call today and Buy with Confidence!!! 5 Star Google Review dealership!!! TAB is your 2022 GTA Top Choice Luxury Pre Owned Dealership Award Winner, 2020 CarGurus Top Rated ...
WINNER OF 2014 USED CAR DEALER OF THE YEAR AND 2015 CONSUMER SATISFACTION AWARD
Manual | 35,365 km",Used,2017.0,Ford,Mustang,SHELBY GT350 | 6-SPEED | NAV | CAM I APPLE CARPLAY,Other,Coupe (2 door),2,4,Rear-wheel drive (RWD),Manual,"35,365"
69,69,2015 Land Rover Range Rover I FULL SIZE I 22 IN WHEELS I COMING SOON,Please Contact,Mississauga / Peel Region < 5 minutes ago,"Navigation, GPS, Navi, Bluetooth, Panoramic Sunroof / Moonroof, Back-Up Camera, Leather Interior, Power Liftgate, Heated Seats, Cooled Seats, USB Connectivity, Sirius XM Radio, Xenon Headlamps, ...
WINNER OF 2014 USED CAR DEALER OF THE YEAR AND 2015 CONSUMER SATISFACTION AWARD
Automatic | 113,000 km",Used,2015.0,Land Rover,Range Rover,I FULL SIZE I 22 IN WHEELS I COMING SOON,Other,"SUV, Crossover",4,5,4 x 4,Automatic,"113,000"
70,70,"2011 Jeep Liberty Limited Edition 4X4, Leather, Sunroof","$12,498.00
$12,998.00",Markham / York Region < 5 minutes ago,"BACK TO SCHOOL!!!!! Just Arrived... Fully Loaded, Clean CarFax - No Accident Claims, 2 Sets of Wheels N Tires, 2 Years Power-train Warranty Our 2011 Jeep Liberty Limited 4X4 in Brilliant Black ...
*Family Owned Dealership, We Treat Everyone Like Family*70 Cars/SUVs in Stock* FINANCING Any Car & Any Credit, Car Buying Made EASY *OPEN 7 DAYS*
Automatic | 177,000 km",Used,2011.0,Jeep,Liberty,"Limited Edition 4X4, Leather, Sunroof",Other,"SUV, Crossover",4,5,4 x 4,Automatic,"177,000"
71,71,2008 TOYOTA FJ CRUISER 4WD AUTOMATIC,"$10,995.00 ",Mississauga < 6 minutes ago,"2008 TOYOTA FJ CRUISER 4WD DRIVES WELL. CLEAN TITLE AS IS Call/text: 647-362-7272 As is, is. Windshield broken Excellent car for shippers or fixers. CALL/ TEXT 647-362-7272 Call/Text: 647-362-7272
Other | 311,094 km",Used,2008.0,Toyota,FJ Cruiser,4WD,Orange,"SUV, Crossover",2,5,4 x 4,Other,"311,094"
72,72,2007 Mercedes S550 LWB AMG 4Matic,"$7,500.00 ",Cooksville < 6 minutes ago,"Black on Beige S550 LWB AMG 4Matic New Altenator Belt Drive Pulleys New 20 Inch tire on Chrome AMG RIMS New Battery New Water Pump Smart Rear View Mirror Runs and Drives No Dash Lights Selling As Is ...
Automatic | 179,500 km",Used,2007.0,Mercedes-Benz,S-Class,,Black,Sedan,4,4,All-wheel drive (AWD),Automatic,"179,500"
73,73,2016 RAM 1500 4WD Crew Cab 140.5'' Laramie Sunroof Vented,"$30,998.00 ",City of Toronto < 6 minutes ago,"This 2016 RAM 1500 4WD Crew Cab with a 140.5'' Wheelbase is rugged, reliable, and ready for any job! It boasts a Regular Unleaded V-8 5.7 L/345 engine powering this Automatic transmission. Wheels: ...
COMPARE this vehicle and our reputation to the rest and get the best value for your money with us. 2 locations and over 1300 vehicles.
Automatic | 128,605 km",Used,2016.0,Ram,1500,4WD Crew Cab 140.5'' Laramie Sunroof Vented Leather Navigation,Other,Pickup Truck,4,5,4 x 4,Automatic,"128,605"
74,74,2015 Infiniti Q50 Premium AWD Navigation/Sunroof/Camera,"$18,885.00 ",City of Toronto < 6 minutes ago,"***FREE 2 YR POWERTRAIN WARRANTY WITH EVERY VEHICLE PURCHASE***PREMIUM V6 AWD!!!BLK/TAN LEATHER,NAVIGATION,SUNROOF,REAE VIEW CAMERA,175.000KM,MINT SHOWROOM CONDITON,FOR ONLY $18.885. Interested in ...
Automatic | 175,000 km",Used,2015.0,Infiniti,Q50,Premium AWD Navigation/Sunroof/Camera,Black,Sedan,,,All-wheel drive (AWD),Automatic,"175,000"
75,75,"2019 Porsche 911 GT3 RS NO LUX TAX, CHALK, FRONT AXLE LIFT, P...","$323,800.00 ",Oakville / Halton Region < 7 minutes ago,"2019 Porsche 911 GT3RS. Chalk on Black Alcantara with GT Silver detailing. FACTORY OPTION LISTING: Chalk Paint Alcantara in Black / GT Silver Details Interior Package Front Axle Lift System Extended ...
Automatic | 11,548 km | CARFAX Canada Report",Used,2019.0,Porsche,911,GT3 RS,White,Coupe (2 door),,,Rear-wheel drive (RWD),Automatic,"11,548"
76,76,2021 Toyota Camry Hybrid XLE | JBL Audio | Toyota Safety Sense,"$48,995.00 ",City of Toronto < 8 minutes ago,"The 2021 Toyota Camry leaves its competitors in the rear-view mirror. Already stunning to look at and big fun to drive, Toyota takes the 2021 Camry to the next level with prime detailing and enhanced ...
7,050 km",Used,2021.0,Toyota,Camry,Hybrid XLE | JBL Audio | Toyota Safety Sense,Black,Sedan,4,5,Front-wheel drive (FWD),,"7,050"
77,77,2019 Toyota 4Runner Limited AWD Navigation/Sunroof/7 pass,"$39,995.00 ",City of Toronto < 8 minutes ago,"***FREE 2 YR POWERTRAIN WARRANTY WITH EVERY VEHICLE PURCHASE***!!!LIMITED V6 AWD!!!PUSH TO START,REAR CAMERA,NAVIGATION,SUNROOF,WHAITE/BURGUNDY LEATHER,7 PASSENGER,MINT SHOWROOM ...
Automatic | 184,000 km",Used,2019.0,Toyota,4Runner,Limited AWD Navigation/Sunroof/7 pass,White,"SUV, Crossover",,,4 x 4,Automatic,"184,000"
78,78,"2007 Honda Civic DX,Automatic Trans.,Climate Ctrl,Pwr Windows&Locks*Certified*","$7,988.00 ",Mississauga / Peel Region < 9 minutes ago,"Nice and Clean Grey on Grey interior Civic.. DX edition loaded with the following options... Climate Control Automatic transmission Power Window, Locks, Mirrors Cruise Control 1.8L Engine AC CD And ...
Automatic | 194,400 km",Used,2007.0,Honda,Civic,"DX,Automatic Trans.,Climate Ctrl,Pwr Windows&Locks*Certified*",Grey,Sedan,,,Front-wheel drive (FWD),Automatic,"194,400"
79,79,2015 Honda Odyssey EX-L w/RES | NO ACCIDENTS | 3RD ROW | DVD | BT,"$26,988.00 ",Oakville / Halton Region < 9 minutes ago,"This 2015 Honda Odyssey EX-L is powered by the 3.5L 6cyl engine and paired with a Front Wheel Drive drivetrain! The grey interior features heated leather seats with power adjustment controls, 3rd-row ...
Automatic | 135,059 km",Used,2015.0,Honda,Odyssey,EX-L w/RES | NO ACCIDENTS | 3RD ROW | DVD | BT,Grey,"Minivan, Van",4,7,Front-wheel drive (FWD),Automatic,"135,059"
80,80,2022 Jeep Grand Wagoneer Series III | DUAL DVD | MASSAGE SEAT...,"$128,888.00 ",Oakville / Halton Region < 10 minutes ago,"Fairview Chrysler Dodge Limited is a family owned and operated dealership that offers a wide variety of automotive products and services for markets in Burlington Hamilton, Oakville, and beyond. ...
Burlington's Original Chrysler Store Since 1974
Automatic | 3,056 km",Used,2022.0,Jeep,Other,Series III,Black,"SUV, Crossover",,,4 x 4,Automatic,"3,056"
81,81,2020 Hyundai Palisade Luxury 8 Passenger,"$51,388.00 ",City of Toronto < 10 minutes ago,"Automatic | 47,094 km | CARFAX Canada Report",Used,2020.0,Hyundai,Palisade,Luxury 8 Passenger,Silver,"SUV, Crossover",,,All-wheel drive (AWD),Automatic,"47,094"
82,82,"2015 Chevrolet Cruze RS,Navi,Leather,Sunroof,Bluetooth,Cruise Ctrl,ManualTrans.*Certified*","$15,988.00 ",Mississauga / Peel Region < 10 minutes ago,"RS NAVIGATION SUNROOF LEATHER CAMERA MANUAL TRANSMISSION Beautiful Looking White on Black Leather interior Cruze.. RS Edition loaded with the following options... Navigation Back up Camera Bluetooth ...
Manual | 119,537 km",Used,2015.0,Chevrolet,Cruze,"RS,Navi,Leather,Sunroof,Bluetooth,Cruise Ctrl,ManualTrans.*Certified*",White,Sedan,,,Front-wheel drive (FWD),Manual,"119,537"
83,83,2015 Subaru Forester 2.0XT Limited Package,"$16,888.00 ",City of Toronto < 11 minutes ago,"Automatic | 188,051 km | CARFAX Canada Report",Used,2015.0,Subaru,Forester,2.0XT Limited Package,White,"SUV, Crossover",,,All-wheel drive (AWD),Automatic,"188,051"
84,84,Chevy Malibu LT 2018,"$17,999.00 ",Toronto < 13 minutes ago,"Well maintained Comes with 2 sets of wheel (winter and summer) Both on original Alloy 157k kms Highway driven Car-play/android auto Extra sets are of wheels with winter tires on original alloys Non ...
Automatic | 157,000 km",Used,2018.0,Chevrolet,Malibu,LT,White,Sedan,4,5,Front-wheel drive (FWD),Automatic,"157,000"
85,85,2011 Hyundai Santa Fe V6 4WD,"$8,000.00 ",Toronto < 13 minutes ago,"In good condition. Features: Front heated seats 4WD Usb port Aux Cruise control Tow package Two keys
Automatic | 178,000 km",Used,2011.0,Hyundai,Santa Fe,,,"SUV, Crossover",,,,Automatic,"178,000"
86,86,2019 Hyundai Elantra Preferred,Please Contact,Oakville / Halton Region < 13 minutes ago,"Our Market Value Pricing philosophy means you receive a no-haggle, no-hassle purchase experience, and provides you with peace of mind knowing you are getting our best price upfront. For many years ...
Automatic | 162,200 km | CARFAX Canada Report",Used,2019.0,Hyundai,Elantra,Preferred,Black,Sedan,4,5,Front-wheel drive (FWD),Automatic,"162,200"
87,87,2013 BMW X3 Premium AWD Navigation/Panoramic Sunroof,"$18,885.00 ",City of Toronto < 13 minutes ago,"***FREE 2 YR POWERTRAIN WARRANTY WITH EVERY VEHICLE PURCHASE***XDRIVE28I !!!PANORAMIC SUNROOF,BROWN/BLK LEATHER,PUSH TO START,106.000KM,FOR ONLY $18.885.Interested in this vehicle? We offer financing ...
Automatic | 107,000 km",Used,2013.0,BMW,X3,Premium AWD Navigation/Panoramic Sunroof,Brown,"SUV, Crossover",,,All-wheel drive (AWD),Automatic,"107,000"
88,88,2020 Mercedes-Benz SLC 43 AMG | CONVERTIBLE | LOW KM | NAV,"$79,910.00 ",Mississauga / Peel Region < 13 minutes ago,"Navigation, GPS, Navi, Bluetooth, Sunroof / Moonroof, Back-Up Camera, Leather Interior, Heated Seats, Sirius XM Radio, Service Records Available, Neck Scarf, ABS brakes, Air Conditioning, AM/FM ...
WINNER OF 2014 USED CAR DEALER OF THE YEAR AND 2015 CONSUMER SATISFACTION AWARD
Automatic | 14,384 km",Used,2020.0,Mercedes-AMG,SLC,43 AMG | CONVERTIBLE | LOW KM | NAV,Other,Convertible,2,2,Rear-wheel drive (RWD),Automatic,"14,384"
89,89,2021 Lexus NX NX300 | RED LEATHER | BLIND SPOT | SUNROOF I CAM,"$43,910.00 ",Mississauga / Peel Region < 14 minutes ago,"Bluetooth, Bluetooth Audio, Panoramic Sunroof / Moonroof, Back-Up Camera, Leather Interior, Local Trade, Apple Carplay / Android Auto, Power Liftgate, Heated Seats, Cooled Seats, Lane Assist, Sirius ...
WINNER OF 2014 USED CAR DEALER OF THE YEAR AND 2015 CONSUMER SATISFACTION AWARD
Automatic | 18,296 km",Used,2021.0,Lexus,Other,NX300 | RED LEATHER | BLIND SPOT | SUNROOF I CAM,Other,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,"18,296"
90,90,2020 Toyota Prius Prime Auto >>No accident<<,"$42,985.00 ",City of Toronto < 14 minutes ago,"One owner with low mileage and no accident Feature with 1.8L PHEV engine, Automatic transmission, Front wheel drive, Cloth interior, Bluetooth connectivity, Power windows, door locks and side ...
Automatic | 34,988 km | CARFAX Canada Report",Used,2020.0,Toyota,Other,Auto &gt;&gt;No accident&lt;&lt;,Other,Hatchback,4,5,Front-wheel drive (FWD),Automatic,"34,988"
91,91,2015 Mercedes-Benz SL-Class SL550 I CONVERTIBLE I NAV I COMING SOON,"$65,910.00 ",Mississauga / Peel Region < 14 minutes ago,"Navigation, GPS, Navi, Bluetooth, Back-Up Camera, Leather Interior, Power Liftgate, Heated Seats, USB Connectivity, Sirius XM Radio, Clean Accident History Report Available, red Leather, ABS brakes, ...
WINNER OF 2014 USED CAR DEALER OF THE YEAR AND 2015 CONSUMER SATISFACTION AWARD
Automatic | 54,900 km",Used,2015.0,Mercedes-Benz,SL-Class,SL550 I CONVERTIBLE I NAV I COMING SOON,Other,Coupe (2 door),2,2,Rear-wheel drive (RWD),Automatic,"54,900"
92,92,2018 Volkswagen Atlas HIGHLINE I 7-PASS I NAV I PANO I COMING SOON,"$33,910.00 ",Mississauga / Peel Region < 15 minutes ago,"Navigation, GPS, Navi, Bluetooth, Panoramic Sunroof / Moonroof, Back-Up Camera, Leather Interior, Local Trade, Power Liftgate, Heated Seats, USB Connectivity, Sirius XM Radio, Xenon Headlamps, Clean ...
WINNER OF 2014 USED CAR DEALER OF THE YEAR AND 2015 CONSUMER SATISFACTION AWARD
Automatic | 113,209 km",Used,2018.0,Volkswagen,Atlas,HIGHLINE I 7-PASS I NAV I PANO I COMING SOON,Other,"SUV, Crossover",4,7,All-wheel drive (AWD),Automatic,"113,209"
93,93,2012 BMW 3 Series 320I~LEATHER~LOW KM~3 YEARS WARRANTY AVAILABLE,"$15,888.00 ",Oakville / Halton Region < 15 minutes ago,"** Visit Our Website ** @ EliteLuxuryMotors.ca ** 100% CANADIAN VEHICLE ** WHITE OVER BLACK INTERIOR _______________________________________________ HIGH-VALUE OPTIONS ~BLUETOOTH CONNECTIVITY ~HD ...
*Good Credit, Bad Credit, We Finance Everyone***RATES STARTING AT 4.99% O.A.C. Call Dealer For Details** NEW VEHICLES ARE ARRIVING DAILY!!!
Automatic | 80,250 km",,,,,,,,,,,,
